area,number,latitude,species,Tb,time,date,family
T,21240,-26.13,Pedioplanis namaquensis,38.7,15:07,09/27/70,Lacertidae
T,21241,-26.13,Pedioplanis namaquensis,38.1,15:07,09/27/70,Lacertidae
X,21300,-27.37,Pedioplanis namaquensis,38.6,11:46,10/02/70,Lacertidae
X,21388,-27.37,Pedioplanis namaquensis,39.5,11:16,10/04/70,Lacertidae
T,21401,-26.13,Pedioplanis namaquensis,40.2,10:30,10/05/70,Lacertidae
T,21403,-26.13,Pedioplanis namaquensis,40,10:43,10/05/70,Lacertidae
T,21404,-26.13,Pedioplanis namaquensis,38.2,10:48,10/05/70,Lacertidae
T,21405,-26.13,Pedioplanis namaquensis,39,10:54,10/05/70,Lacertidae
T,21406,-26.13,Pedioplanis namaquensis,38,10:59,10/05/70,Lacertidae
T,21449,-26.13,Pedioplanis namaquensis,38.5,9:53,10/06/70,Lacertidae
T,21451,-26.13,Pedioplanis namaquensis,38.8,9:58,10/06/70,Lacertidae
T,21457,-26.13,Pedioplanis namaquensis,36.5,11:10,10/06/70,Lacertidae
G,21548,-28.22,Pedioplanis namaquensis,37.3,12:36,10/10/70,Lacertidae
R,21624,-28.23,Pedioplanis namaquensis,36.5,13:44,10/12/70,Lacertidae
L,15069,26.38333333,Pedioplanis_lineoocellata,35.4,15:58,11/28/69,Lacertidae
L,15060,26.38333333,Pedioplanis_lineoocellata,35.8,11:06,11/28/69,Lacertidae
L,15061,26.38333333,Pedioplanis_lineoocellata,36,11:27,11/28/69,Lacertidae
L,15114,26.38333333,Pedioplanis_lineoocellata,36.8,15:40,11/28/69,Lacertidae
L,15068,26.38333333,Pedioplanis_lineoocellata,38,     ,11/28/69,Lacertidae
L,15073,26.38333333,Pedioplanis_lineoocellata,38.4,     ,11/28/69,Lacertidae
L,15078,26.38333333,Pedioplanis_lineoocellata,39.2,11:45,11/28/69,Lacertidae
K,15176,25.75,Pedioplanis_lineoocellata,36,13:48,11/29/69,Lacertidae
K,15171,25.75,Pedioplanis_lineoocellata,39,16:37,11/29/69,Lacertidae
K,15136,25.75,Pedioplanis_lineoocellata,37.7,12:07,11/30/69,Lacertidae
K,15152,25.75,Pedioplanis_lineoocellata,38.7,16:57,11/30/69,Lacertidae
K,15149,25.75,Pedioplanis_lineoocellata,40.1,16:41,11/30/69,Lacertidae
K,15147,25.75,Pedioplanis_lineoocellata,41,16:18,11/30/69,Lacertidae
K,15146,25.75,Pedioplanis_lineoocellata,41.4,16:05,11/30/69,Lacertidae
NA,15207,26.85,Pedioplanis_lineoocellata,38,17:31,12/03/69,Lacertidae
NA,15218,26.85,Pedioplanis_lineoocellata,35.8,9:10,12/04/69,Lacertidae
NA,15231,26.85,Pedioplanis_lineoocellata,37,9:30,12/04/69,Lacertidae
NA,15229,26.85,Pedioplanis_lineoocellata,39.2,9:00,12/04/69,Lacertidae
NA,15256,26.8,Pedioplanis_lineoocellata,36,9:02,12/05/69,Lacertidae
NA,15271,27.23333333,Pedioplanis_lineoocellata,34.8,18:36,12/07/69,Lacertidae
NA,15319,27.23333333,Pedioplanis_lineoocellata,35.4,17:12,12/07/69,Lacertidae
NA,15317,27.23333333,Pedioplanis_lineoocellata,36,16:45,12/07/69,Lacertidae
NA,15318,27.23333333,Pedioplanis_lineoocellata,38.4,17:00,12/07/69,Lacertidae
NA,15325,27.23333333,Pedioplanis_lineoocellata,35.6,10:02,12/08/69,Lacertidae
NA,15328,27.23333333,Pedioplanis_lineoocellata,36,16:35,12/08/69,Lacertidae
NA,15329,27.23333333,Pedioplanis_lineoocellata,36.8,16:39,12/08/69,Lacertidae
NA,15331,27.23333333,Pedioplanis_lineoocellata,37.6,16:57,12/08/69,Lacertidae
NA,15286,27.23333333,Pedioplanis_lineoocellata,37.7,10:30,12/08/69,Lacertidae
NA,15374,26.55,Pedioplanis_lineoocellata,37.4,10:20,12/10/69,Lacertidae
L,15367,26.38333333,Pedioplanis_lineoocellata,38.4,17:35,12/11/69,Lacertidae
L,15369,26.38333333,Pedioplanis_lineoocellata,38.4,18:00,12/11/69,Lacertidae
L,15391,26.38333333,Pedioplanis_lineoocellata,38.6,18:07,12/11/69,Lacertidae
L,15387,26.38333333,Pedioplanis_lineoocellata,39,16:50,12/11/69,Lacertidae
L,15384,26.38333333,Pedioplanis_lineoocellata,39.7,15:32,12/11/69,Lacertidae
L,15366,26.38333333,Pedioplanis_lineoocellata,39.8,17:30,12/11/69,Lacertidae
L,15363,26.38333333,Pedioplanis_lineoocellata,40.6,17:05,12/11/69,Lacertidae
L,15381,26.38333333,Pedioplanis_lineoocellata,40.6,14:45,12/11/69,Lacertidae
K,15475,25.75,Pedioplanis_lineoocellata,35.4,17:57,12/12/69,Lacertidae
K,15473,25.75,Pedioplanis_lineoocellata,36.6,17:40,12/12/69,Lacertidae
K,15460,25.75,Pedioplanis_lineoocellata,37.1,18:00,12/12/69,Lacertidae
K,15457,25.75,Pedioplanis_lineoocellata,37.9,17:23,12/12/69,Lacertidae
K,15452,25.75,Pedioplanis_lineoocellata,38.2,17:33,12/12/69,Lacertidae
K,15403,25.75,Pedioplanis_lineoocellata,38.6,11:32,12/12/69,Lacertidae
K,15474,25.75,Pedioplanis_lineoocellata,38.6,17:49,12/12/69,Lacertidae
M,15511,26.36666667,Pedioplanis_lineoocellata,34.8,18:37,12/14/69,Lacertidae
M,15516,26.36666667,Pedioplanis_lineoocellata,35,17:40,12/14/69,Lacertidae
M,15517,26.36666667,Pedioplanis_lineoocellata,36,18:02,12/14/69,Lacertidae
M,15518,26.36666667,Pedioplanis_lineoocellata,37,18:05,12/14/69,Lacertidae
M,15515,26.36666667,Pedioplanis_lineoocellata,38,17:37,12/14/69,Lacertidae
M,15507,26.36666667,Pedioplanis_lineoocellata,38.5,17:36,12/14/69,Lacertidae
M,15505,26.36666667,Pedioplanis_lineoocellata,38.6,17:13,12/14/69,Lacertidae
M,15508,26.36666667,Pedioplanis_lineoocellata,38.8,17:44,12/14/69,Lacertidae
M,15509,26.36666667,Pedioplanis_lineoocellata,38.9,17:54,12/14/69,Lacertidae
M,15503,26.36666667,Pedioplanis_lineoocellata,39.3,17:00,12/14/69,Lacertidae
M,15514,26.36666667,Pedioplanis_lineoocellata,39.8,16:46,12/14/69,Lacertidae
M,15504,26.36666667,Pedioplanis_lineoocellata,40.4,17:10,12/14/69,Lacertidae
NA,15547,27.85,Pedioplanis_lineoocellata,38.7,18:30,12/16/69,Lacertidae
NA,15569,27.85,Pedioplanis_lineoocellata,33,8:10,12/17/69,Lacertidae
NA,15571,27.85,Pedioplanis_lineoocellata,36.7,8:24,12/17/69,Lacertidae
NA,15573,27.85,Pedioplanis_lineoocellata,37.4,8:41,12/17/69,Lacertidae
G,15629,28.21666667,Pedioplanis_lineoocellata,35.5,16:45,12/22/69,Lacertidae
G,15645,28.21666667,Pedioplanis_lineoocellata,38,9:55,12/23/69,Lacertidae
A,15636,27.36666667,Pedioplanis_lineoocellata,38.6,17:35,12/26/69,Lacertidae
A,15649,27.36666667,Pedioplanis_lineoocellata,40.3,17:05,12/26/69,Lacertidae
A,15634,27.36666667,Pedioplanis_lineoocellata,41.6,17:20,12/26/69,Lacertidae
B,15725,27,Pedioplanis_lineoocellata,36.5,18:25,12/28/69,Lacertidae
B,15672,27,Pedioplanis_lineoocellata,36.6,18:04,12/28/69,Lacertidae
B,15720,27,Pedioplanis_lineoocellata,37.3,17:26,12/28/69,Lacertidae
B,15711,27,Pedioplanis_lineoocellata,37.6,13:46,12/28/69,Lacertidae
B,15736,27,Pedioplanis_lineoocellata,37.9,18:27,12/28/69,Lacertidae
B,15668,27,Pedioplanis_lineoocellata,38.2,14:28,12/28/69,Lacertidae
B,15721,27,Pedioplanis_lineoocellata,38.2,17:32,12/28/69,Lacertidae
B,15717,27,Pedioplanis_lineoocellata,38.7,17:10,12/28/69,Lacertidae
B,15719,27,Pedioplanis_lineoocellata,39.5,17:24,12/28/69,Lacertidae
B,15661,27,Pedioplanis_lineoocellata,40,11:55,12/28/69,Lacertidae
B,15718,27,Pedioplanis_lineoocellata,40.7,17:14,12/28/69,Lacertidae
M,15744,26.36666667,Pedioplanis_lineoocellata,36.6,18:23,12/30/69,Lacertidae
M,15745,26.36666667,Pedioplanis_lineoocellata,36.6,18:48,12/30/69,Lacertidae
M,15764,26.36666667,Pedioplanis_lineoocellata,37.5,17:47,12/30/69,Lacertidae
M,15740,26.36666667,Pedioplanis_lineoocellata,37.6,11:02,12/30/69,Lacertidae
M,15741,26.36666667,Pedioplanis_lineoocellata,39.4,11:10,12/30/69,Lacertidae
M,15743,26.36666667,Pedioplanis_lineoocellata,40,16:30,12/30/69,Lacertidae
M,15763,26.36666667,Pedioplanis_lineoocellata,40.3,17:35,12/30/69,Lacertidae
A,15805,27.36666667,Pedioplanis_lineoocellata,37.6,17:43,01/01/70,Lacertidae
A,15793,27.36666667,Pedioplanis_lineoocellata,38,15:14,01/01/70,Lacertidae
A,15778,27.36666667,Pedioplanis_lineoocellata,38.1,15:23,01/01/70,Lacertidae
A,15752,27.36666667,Pedioplanis_lineoocellata,39.2,15:02,01/01/70,Lacertidae
A,15783,27.36666667,Pedioplanis_lineoocellata,40,16:59,01/01/70,Lacertidae
A,15784,27.36666667,Pedioplanis_lineoocellata,40,16:59,01/01/70,Lacertidae
A,15787,27.36666667,Pedioplanis_lineoocellata,40,17:24,01/01/70,Lacertidae
A,15777,27.36666667,Pedioplanis_lineoocellata,40.3,15:20,01/01/70,Lacertidae
A,15829,27.36666667,Pedioplanis_lineoocellata,36.9,14:19,01/02/70,Lacertidae
A,15853,27.36666667,Pedioplanis_lineoocellata,37.5,17:15,01/02/70,Lacertidae
A,15846,27.36666667,Pedioplanis_lineoocellata,37.6,16:50,01/02/70,Lacertidae
A,15838,27.36666667,Pedioplanis_lineoocellata,38,13:02,01/02/70,Lacertidae
A,15843,27.36666667,Pedioplanis_lineoocellata,38.6,16:26,01/02/70,Lacertidae
A,15841,27.36666667,Pedioplanis_lineoocellata,39.2,13:29,01/02/70,Lacertidae
A,15839,27.36666667,Pedioplanis_lineoocellata,39.6,13:14,01/02/70,Lacertidae
A,15840,27.36666667,Pedioplanis_lineoocellata,39.8,13:24,01/02/70,Lacertidae
G,15922,28.21666667,Pedioplanis_lineoocellata,36,18:18,01/04/70,Lacertidae
G,15902,28.21666667,Pedioplanis_lineoocellata,35.4,     ,01/05/70,Lacertidae
NA,15940,27.66666667,Pedioplanis_lineoocellata,35.4,18:16,01/05/70,Lacertidae
NA,15937,27.66666667,Pedioplanis_lineoocellata,38.3,17:44,01/05/70,Lacertidae
NA,15936,27.66666667,Pedioplanis_lineoocellata,38.5,17:28,01/05/70,Lacertidae
NA,15938,27.66666667,Pedioplanis_lineoocellata,39.3,17:45,01/05/70,Lacertidae
T,15946,26.13333333,Pedioplanis_lineoocellata,38.5,18:14,01/06/70,Lacertidae
T,16013,26.13333333,Pedioplanis_lineoocellata,38,9:40,01/07/70,Lacertidae
T,16017,26.13333333,Pedioplanis_lineoocellata,38.1,11:47,01/07/70,Lacertidae
T,15967,26.13333333,Pedioplanis_lineoocellata,38.4,9:38,01/07/70,Lacertidae
T,15974,26.13333333,Pedioplanis_lineoocellata,38.5,10:53,01/07/70,Lacertidae
T,15970,26.13333333,Pedioplanis_lineoocellata,39.5,9:26,01/07/70,Lacertidae
T,15978,26.13333333,Pedioplanis_lineoocellata,39.5,15:45,01/07/70,Lacertidae
D,15998,27.28333333,Pedioplanis_lineoocellata,38.7,18:35,01/08/70,Lacertidae
D,16027,27.28333333,Pedioplanis_lineoocellata,38.8,18:05,01/08/70,Lacertidae
D,16029,27.28333333,Pedioplanis_lineoocellata,38.9,18:20,01/08/70,Lacertidae
D,16026,27.28333333,Pedioplanis_lineoocellata,39,17:30,01/08/70,Lacertidae
D,15997,27.28333333,Pedioplanis_lineoocellata,39.9,17:28,01/08/70,Lacertidae
D,15996,27.28333333,Pedioplanis_lineoocellata,41,17:03,01/08/70,Lacertidae
D,16009,27.28333333,Pedioplanis_lineoocellata,31.8,8:40,01/09/70,Lacertidae
D,16002,27.28333333,Pedioplanis_lineoocellata,35.1,8:04,01/09/70,Lacertidae
D,16001,27.28333333,Pedioplanis_lineoocellata,36.6,7:57,01/09/70,Lacertidae
D,16008,27.28333333,Pedioplanis_lineoocellata,37.4,8:25,01/09/70,Lacertidae
D,16053,27.28333333,Pedioplanis_lineoocellata,37.4,18:08,01/09/70,Lacertidae
D,16004,27.28333333,Pedioplanis_lineoocellata,38.4,8:18,01/09/70,Lacertidae
D,16039,27.28333333,Pedioplanis_lineoocellata,38.4,18:02,01/09/70,Lacertidae
D,16040,27.28333333,Pedioplanis_lineoocellata,38.7,18:25,01/09/70,Lacertidae
D,16006,27.28333333,Pedioplanis_lineoocellata,38.8,9:23,01/09/70,Lacertidae
D,16033,27.28333333,Pedioplanis_lineoocellata,39.7,9:34,01/09/70,Lacertidae
D,16012,27.28333333,Pedioplanis_lineoocellata,39.8,10:25,01/09/70,Lacertidae
D,16036,27.28333333,Pedioplanis_lineoocellata,40,10:04,01/09/70,Lacertidae
D,16037,27.28333333,Pedioplanis_lineoocellata,40.2,10:33,01/09/70,Lacertidae
D,16073,27.28333333,Pedioplanis_lineoocellata,38.7,10:17,01/10/70,Lacertidae
D,16050,27.28333333,Pedioplanis_lineoocellata,39.5,8:40,01/10/70,Lacertidae
D,16052,27.28333333,Pedioplanis_lineoocellata,40,10:01,01/10/70,Lacertidae
D,16066,27.28333333,Pedioplanis_lineoocellata,37.4,     ,01/21/70,Lacertidae
D,16115,27.28333333,Pedioplanis_lineoocellata,38.4,15:20,01/21/70,Lacertidae
D,16120,27.28333333,Pedioplanis_lineoocellata,38.4,     ,01/21/70,Lacertidae
D,16075,27.28333333,Pedioplanis_lineoocellata,38.5,17:35,01/21/70,Lacertidae
D,16077,27.28333333,Pedioplanis_lineoocellata,39.8,18:00,01/21/70,Lacertidae
D,16076,27.28333333,Pedioplanis_lineoocellata,41.1,17:46,01/21/70,Lacertidae
D,16085,27.28333333,Pedioplanis_lineoocellata,38.3,8:30,01/22/70,Lacertidae
T,16204,26.13333333,Pedioplanis_lineoocellata,35.6,18:55,01/23/70,Lacertidae
T,16190,26.13333333,Pedioplanis_lineoocellata,36,18:22,01/23/70,Lacertidae
T,16251,26.13333333,Pedioplanis_lineoocellata,36.4,18:21,01/23/70,Lacertidae
T,16184,26.13333333,Pedioplanis_lineoocellata,38.4,9:02,01/23/70,Lacertidae
T,16189,26.13333333,Pedioplanis_lineoocellata,38.4,18:13,01/23/70,Lacertidae
T,16238,26.13333333,Pedioplanis_lineoocellata,38,18:10,01/24/70,Lacertidae
T,16240,26.13333333,Pedioplanis_lineoocellata,38,18:32,01/24/70,Lacertidae
T,16229,26.13333333,Pedioplanis_lineoocellata,38.6,18:11,01/24/70,Lacertidae
T,16294,26.13333333,Pedioplanis_lineoocellata,38.7,18:31,01/24/70,Lacertidae
G,16361,27.76666667,Pedioplanis_lineoocellata,25.8,10:00,01/26/70,Lacertidae
G,16354,27.76666667,Pedioplanis_lineoocellata,34.8,8:58,01/26/70,Lacertidae
G,16353,27.76666667,Pedioplanis_lineoocellata,34.9,8:52,01/26/70,Lacertidae
G,16351,27.76666667,Pedioplanis_lineoocellata,37.8,8:45,01/26/70,Lacertidae
G,16381,28.21666667,Pedioplanis_lineoocellata,36.8,17:50,01/27/70,Lacertidae
G,16429,28.21666667,Pedioplanis_lineoocellata,28.8,8:30,01/28/70,Lacertidae
G,16417,28.21666667,Pedioplanis_lineoocellata,36.5,8:49,01/28/70,Lacertidae
G,16416,28.21666667,Pedioplanis_lineoocellata,38.7,8:45,01/28/70,Lacertidae
A,16454,27.36666667,Pedioplanis_lineoocellata,34.1,9:00,01/29/70,Lacertidae
A,16462,27.36666667,Pedioplanis_lineoocellata,36.7,10:28,01/29/70,Lacertidae
A,16465,27.36666667,Pedioplanis_lineoocellata,37.6,10:50,01/29/70,Lacertidae
A,16460,27.36666667,Pedioplanis_lineoocellata,37.8,10:17,01/29/70,Lacertidae
A,16467,27.36666667,Pedioplanis_lineoocellata,38.2,11:17,01/29/70,Lacertidae
A,16457,27.36666667,Pedioplanis_lineoocellata,38.8,9:38,01/29/70,Lacertidae
A,16495,27.36666667,Pedioplanis_lineoocellata,25.6,8:20,01/30/70,Lacertidae
A,16516,27.36666667,Pedioplanis_lineoocellata,35.1,7:51,01/30/70,Lacertidae
A,16541,27.36666667,Pedioplanis_lineoocellata,35.6,7:46,01/30/70,Lacertidae
A,16517,27.36666667,Pedioplanis_lineoocellata,36.3,8:38,01/30/70,Lacertidae
A,16542,27.36666667,Pedioplanis_lineoocellata,36.3,8:00,01/30/70,Lacertidae
A,16525,27.36666667,Pedioplanis_lineoocellata,37.2,10:51,01/30/70,Lacertidae
A,16543,27.36666667,Pedioplanis_lineoocellata,37.2,8:17,01/30/70,Lacertidae
A,16520,27.36666667,Pedioplanis_lineoocellata,37.3,9:25,01/30/70,Lacertidae
A,16555,27.36666667,Pedioplanis_lineoocellata,37.5,18:45,01/30/70,Lacertidae
A,16515,27.36666667,Pedioplanis_lineoocellata,37.6,7:45,01/30/70,Lacertidae
A,16519,27.36666667,Pedioplanis_lineoocellata,37.7,9:10,01/30/70,Lacertidae
A,16547,27.36666667,Pedioplanis_lineoocellata,38.1,8:55,01/30/70,Lacertidae
A,16549,27.36666667,Pedioplanis_lineoocellata,38.7,9:24,01/30/70,Lacertidae
A,16526,27.36666667,Pedioplanis_lineoocellata,39.4,18:37,01/30/70,Lacertidae
A,16529,27.36666667,Pedioplanis_lineoocellata,39.6,19:00,01/30/70,Lacertidae
A,16498,27.36666667,Pedioplanis_lineoocellata,36.6,8:45,01/31/70,Lacertidae
A,16499,27.36666667,Pedioplanis_lineoocellata,38,9:05,01/31/70,Lacertidae
A,16611,27.36666667,Pedioplanis_lineoocellata,38.6,8:58,01/31/70,Lacertidae
A,16613,27.36666667,Pedioplanis_lineoocellata,40.2,10:23,01/31/70,Lacertidae
B,16641,27,Pedioplanis_lineoocellata,38.6,11:20,02/01/70,Lacertidae
B,16585,27,Pedioplanis_lineoocellata,39.3,9:00,02/01/70,Lacertidae
B,16621,27,Pedioplanis_lineoocellata,39.3,9:22,02/01/70,Lacertidae
B,16640,27,Pedioplanis_lineoocellata,40,11:20,02/01/70,Lacertidae
B,16586,27,Pedioplanis_lineoocellata,40.2,9:17,02/01/70,Lacertidae
B,16625,27,Pedioplanis_lineoocellata,42.3,11:00,02/01/70,Lacertidae
B,16659,27,Pedioplanis_lineoocellata,36.9,8:25,02/02/70,Lacertidae
B,16667,27,Pedioplanis_lineoocellata,37.7,10:46,02/02/70,Lacertidae
B,16668,27,Pedioplanis_lineoocellata,38.1,11:10,02/02/70,Lacertidae
B,16663,27,Pedioplanis_lineoocellata,38.3,9:35,02/02/70,Lacertidae
B,16665,27,Pedioplanis_lineoocellata,39.9,9:53,02/02/70,Lacertidae
L,16819,26.38333333,Pedioplanis_lineoocellata,34.7,15:14,02/04/70,Lacertidae
L,16782,26.38333333,Pedioplanis_lineoocellata,35.1,12:03,02/04/70,Lacertidae
L,16821,26.38333333,Pedioplanis_lineoocellata,36,15:29,02/04/70,Lacertidae
L,16816,26.38333333,Pedioplanis_lineoocellata,36.3,14:53,02/04/70,Lacertidae
L,16806,26.38333333,Pedioplanis_lineoocellata,36.4,14:04,02/04/70,Lacertidae
L,16779,26.38333333,Pedioplanis_lineoocellata,36.6,11:38,02/04/70,Lacertidae
L,16832,26.38333333,Pedioplanis_lineoocellata,36.6,14:41,02/04/70,Lacertidae
L,16790,26.38333333,Pedioplanis_lineoocellata,37,13:55,02/04/70,Lacertidae
L,16807,26.38333333,Pedioplanis_lineoocellata,39.1,14:07,02/04/70,Lacertidae
K,16898,25.75,Pedioplanis_lineoocellata,37.4,17:46,02/05/70,Lacertidae
K,16941,25.75,Pedioplanis_lineoocellata,37.5,17:49,02/05/70,Lacertidae
K,16940,25.75,Pedioplanis_lineoocellata,38,17:44,02/05/70,Lacertidae
K,16942,25.75,Pedioplanis_lineoocellata,38,17:54,02/05/70,Lacertidae
K,16879,25.75,Pedioplanis_lineoocellata,38.8,15:59,02/05/70,Lacertidae
K,16991,25.75,Pedioplanis_lineoocellata,34.2,9:18,02/06/70,Lacertidae
K,16973,25.75,Pedioplanis_lineoocellata,38.5,10:06,02/06/70,Lacertidae
K,16996,25.75,Pedioplanis_lineoocellata,39,9:56,02/06/70,Lacertidae
B,17061,27,Pedioplanis_lineoocellata,36.1,10:40,02/08/70,Lacertidae
B,17089,27,Pedioplanis_lineoocellata,37.7,10:33,02/08/70,Lacertidae
B,17051,27,Pedioplanis_lineoocellata,37.8,9:47,02/08/70,Lacertidae
B,17083,27,Pedioplanis_lineoocellata,38.6,9:48,02/08/70,Lacertidae
B,17087,27,Pedioplanis_lineoocellata,38.6,10:24,02/08/70,Lacertidae
B,17091,27,Pedioplanis_lineoocellata,38.9,10:44,02/08/70,Lacertidae
B,17043,27,Pedioplanis_lineoocellata,39,11:56,02/08/70,Lacertidae
B,17067,27,Pedioplanis_lineoocellata,39.2,18:21,02/08/70,Lacertidae
B,17079,27,Pedioplanis_lineoocellata,39.7,9:35,02/08/70,Lacertidae
B,17062,27,Pedioplanis_lineoocellata,39.8,10:47,02/08/70,Lacertidae
B,17146,27,Pedioplanis_lineoocellata,25.8,9:48,02/09/70,Lacertidae
B,17149,27,Pedioplanis_lineoocellata,34.8,10:17,02/09/70,Lacertidae
B,17181,27,Pedioplanis_lineoocellata,36.6,10:57,02/09/70,Lacertidae
B,17148,27,Pedioplanis_lineoocellata,37.4,10:15,02/09/70,Lacertidae
B,17173,27,Pedioplanis_lineoocellata,39,9:33,02/09/70,Lacertidae
B,17158,27,Pedioplanis_lineoocellata,39.4,10:58,02/09/70,Lacertidae
M,17221,26.36666667,Pedioplanis_lineoocellata,33.8,18:41,02/10/70,Lacertidae
M,17211,26.36666667,Pedioplanis_lineoocellata,38.7,10:30,02/10/70,Lacertidae
M,17163,26.36666667,Pedioplanis_lineoocellata,39.3,10:20,02/10/70,Lacertidae
M,17214,26.36666667,Pedioplanis_lineoocellata,39.4,11:22,02/10/70,Lacertidae
M,17164,26.36666667,Pedioplanis_lineoocellata,39.8,10:42,02/10/70,Lacertidae
M,17217,26.36666667,Pedioplanis_lineoocellata,39.9,17:48,02/10/70,Lacertidae
M,17165,26.36666667,Pedioplanis_lineoocellata,40.1,10:58,02/10/70,Lacertidae
M,17286,26.36666667,Pedioplanis_lineoocellata,36.5,10:35,02/11/70,Lacertidae
M,17282,26.36666667,Pedioplanis_lineoocellata,38.2,9:55,02/11/70,Lacertidae
M,17284,26.36666667,Pedioplanis_lineoocellata,38.4,10:16,02/11/70,Lacertidae
M,17287,26.36666667,Pedioplanis_lineoocellata,39.2,10:39,02/11/70,Lacertidae
M,17242,26.36666667,Pedioplanis_lineoocellata,39.3,9:19,02/11/70,Lacertidae
M,17285,26.36666667,Pedioplanis_lineoocellata,39.3,10:27,02/11/70,Lacertidae
T,17380,26.13333333,Pedioplanis_lineoocellata,34.5,17:35,02/19/70,Lacertidae
X,17374,27.36666667,Pedioplanis_lineoocellata,35.6,10:51,02/19/70,Lacertidae
X,17375,27.36666667,Pedioplanis_lineoocellata,37.4,10:55,02/19/70,Lacertidae
X,17348,27.36666667,Pedioplanis_lineoocellata,37.8,10:34,02/19/70,Lacertidae
X,17369,27.36666667,Pedioplanis_lineoocellata,38.5,9:52,02/19/70,Lacertidae
T,17429,26.13333333,Pedioplanis_lineoocellata,33,8:37,02/20/70,Lacertidae
T,17360,26.13333333,Pedioplanis_lineoocellata,35.4,8:59,02/20/70,Lacertidae
T,17447,26.13333333,Pedioplanis_lineoocellata,35.8,9:54,02/20/70,Lacertidae
T,17461,26.13333333,Pedioplanis_lineoocellata,36.3,10:10,02/20/70,Lacertidae
T,17412,26.13333333,Pedioplanis_lineoocellata,37,9:01,02/20/70,Lacertidae
T,17449,26.13333333,Pedioplanis_lineoocellata,37.3,10:04,02/20/70,Lacertidae
T,17413,26.13333333,Pedioplanis_lineoocellata,38,9:06,02/20/70,Lacertidae
T,17495,26.13333333,Pedioplanis_lineoocellata,39.9,17:04,02/20/70,Lacertidae
T,17493,26.13333333,Pedioplanis_lineoocellata,40.6,12:05,02/20/70,Lacertidae
T,17506,26.13333333,Pedioplanis_lineoocellata,32,8:08,02/21/70,Lacertidae
T,17623,26.13333333,Pedioplanis_lineoocellata,34.7,18:58,02/21/70,Lacertidae
T,17530,26.13333333,Pedioplanis_lineoocellata,36.4,9:04,02/21/70,Lacertidae
